Datum,Verzija,Modra_Stran,Rdeca_Stran,Zmagovalec,Modri_Igralci,Rdeci_Igralci,Liga
2020-10-11,10.19,DRX,Top Esports,Top Esports,"['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2020-10-11,10.19,Unicorns of Love.CIS,FlyQuest,FlyQuest,"['BOSS', ' AHaHaCiK', ' Nomanz', ' Gadget', ' SaNTaS']","['Solo', ' Santorin', ' PowerOfEvil', ' WildTurtle', ' IgNar']",International
2020-10-11,10.19,Top Esports,FlyQuest,FlyQuest,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Solo', ' Santorin', ' PowerOfEvil', ' WildTurtle', ' IgNar']",International
2020-10-11,10.19,DRX,Unicorns of Love.CIS,DRX,"['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']","['BOSS', ' AHaHaCiK', ' Nomanz', ' Gadget', ' SaNTaS']",International
2020-10-11,10.19,Unicorns of Love.CIS,Top Esports,Top Esports,"['BOSS', ' AHaHaCiK', ' Nomanz', ' Gadget', ' SaNTaS']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2020-10-11,10.19,FlyQuest,DRX,DRX,"['Solo', ' Santorin', ' PowerOfEvil', ' WildTurtle', ' IgNar']","['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']",International
2020-10-10,10.19,Gen.G,Fnatic,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",International
2020-10-10,10.19,LGD Gaming,TSM,LGD Gaming,"['Langx', ' Peanut', ' xiye', ' Kramer', ' Mark']","['Broken Blade', ' Spica', ' Bjergsen', ' Doublelift', ' Biofrost']",International
2020-10-10,10.19,Fnatic,LGD Gaming,Fnatic,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['Langx', ' Peanut', ' xiye', ' Kramer', ' Mark']",International
2020-10-10,10.19,TSM,Gen.G,Gen.G,"['Broken Blade', ' Spica', ' Bjergsen', ' Doublelift', ' Biofrost']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2020-10-10,10.19,LGD Gaming,Gen.G,Gen.G,"['Langx', ' Peanut', ' xiye', ' Kramer', ' Mark']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2020-10-10,10.19,Fnatic,TSM,Fnatic,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['Broken Blade', ' Spica', ' Bjergsen', ' Doublelift', ' Biofrost']",International
2020-10-09,10.19,JD Gaming,DAMWON Gaming,JD Gaming,"['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-09,10.19,PSG Talon,Rogue (European Team),PSG Talon,"['Hanabi', ' River', ' Tank', ' Unified', ' Kaiwing']","['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']",International
2020-10-09,10.19,JD Gaming,PSG Talon,PSG Talon,"['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']","['Hanabi', ' River', ' Tank', ' Unified', ' Kaiwing']",International
2020-10-09,10.19,DAMWON Gaming,Rogue (European Team),DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']",International
2020-10-09,10.19,Rogue (European Team),JD Gaming,JD Gaming,"['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']","['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']",International
2020-10-09,10.19,PSG Talon,DAMWON Gaming,DAMWON Gaming,"['Hanabi', ' River', ' Tank', ' Unified', ' Kaiwing']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-08,10.19,Suning,G2 Esports,Suning,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-08,10.19,Suning,G2 Esports,Suning,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-08,10.19,Team Liquid,Machi Esports,Team Liquid,"['Impact', ' Broxah', ' Jensen', ' Tactical', ' CoreJJ']","['PK', ' Gemini', ' Mission', ' Bruce', ' Koala']",International
2020-10-08,10.19,Suning,Team Liquid,Team Liquid,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['Impact', ' Broxah', ' Jensen', ' Tactical', ' CoreJJ']",International
2020-10-08,10.19,G2 Esports,Machi Esports,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['PK', ' Gemini', ' Mission', ' Bruce', ' Koala']",International
2020-10-08,10.19,Machi Esports,Suning,Suning,"['PK', ' Gemini', ' Mission', ' Bruce', ' Koala']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-08,10.19,Team Liquid,G2 Esports,G2 Esports,"['Impact', ' Broxah', ' Jensen', ' Tactical', ' CoreJJ']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-06,10.19,TSM,LGD Gaming,LGD Gaming,"['Broken Blade', ' Spica', ' Bjergsen', ' Doublelift', ' Biofrost']","['Langx', ' Peanut', ' xiye', ' Kramer', ' Mark']",International
2020-10-06,10.19,Fnatic,Gen.G,Fnatic,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2020-10-06,10.19,Top Esports,Unicorns of Love.CIS,Top Esports,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['BOSS', ' AHaHaCiK', ' Nomanz', ' Gadget', ' SaNTaS']",International
2020-10-06,10.19,DRX,FlyQuest,DRX,"['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']","['Solo', ' Santorin', ' PowerOfEvil', ' WildTurtle', ' IgNar']",International
2020-10-06,10.19,Suning,Machi Esports,Suning,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['PK', ' Gemini', ' Mission', ' Bruce', ' Koala']",International
2020-10-06,10.19,G2 Esports,Team Liquid,Team Liquid,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Impact', ' Broxah', ' Jensen', ' Tactical', ' CoreJJ']",International
2020-10-05,10.19,Top Esports,DRX,Top Esports,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']",International
2020-10-05,10.19,FlyQuest,Unicorns of Love.CIS,FlyQuest,"['Solo', ' Santorin', ' PowerOfEvil', ' WildTurtle', ' IgNar']","['BOSS', ' AHaHaCiK', ' Nomanz', ' Gadget', ' SaNTaS']",International
2020-10-05,10.19,JD Gaming,Rogue (European Team),JD Gaming,"['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']","['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']",International
2020-10-05,10.19,DAMWON Gaming,PSG Talon,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Hanabi', ' River', ' Tank', ' Unified', ' Kaiwing']",International
2020-10-05,10.19,Team Liquid,Suning,Suning,"['Impact', ' Broxah', ' Jensen', ' Tactical', ' CoreJJ']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-05,10.19,Machi Esports,G2 Esports,G2 Esports,"['PK', ' Gemini', ' Mission', ' Bruce', ' Koala']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-04,10.19,LGD Gaming,Fnatic,LGD Gaming,"['Langx', ' Peanut', ' xiye', ' Kramer', ' Mark']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",International
2020-10-04,10.19,Gen.G,TSM,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Broken Blade', ' Spica', ' Bjergsen', ' Doublelift', ' Biofrost']",International
2020-10-04,10.19,PSG Talon,JD Gaming,JD Gaming,"['Hanabi', ' River', ' Tank', ' Unified', ' Kaiwing']","['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']",International
2020-10-04,10.19,Rogue (European Team),DAMWON Gaming,DAMWON Gaming,"['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-04,10.19,G2 Esports,Suning,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-04,10.19,Machi Esports,Team Liquid,Machi Esports,"['PK', ' Gemini', ' Mission', ' Bruce', ' Koala']","['Impact', ' Broxah', ' Jensen', ' Tactical', ' CoreJJ']",International
2020-10-03,10.19,TSM,Fnatic,Fnatic,"['Broken Blade', ' Spica', ' Bjergsen', ' Doublelift', ' Biofrost']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",International
2020-10-03,10.19,Gen.G,LGD Gaming,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Langx', ' Peanut', ' xiye', ' Kramer', ' Mark']",International
2020-10-03,10.19,DAMWON Gaming,JD Gaming,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']",International
2020-10-03,10.19,Rogue (European Team),PSG Talon,Rogue (European Team),"['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']","['Hanabi', ' River', ' Tank', ' Unified', ' Kaiwing']",International
2020-10-03,10.19,Unicorns of Love.CIS,DRX,DRX,"['BOSS', ' AHaHaCiK', ' Nomanz', ' Gadget', ' SaNTaS']","['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']",International
2020-10-03,10.19,FlyQuest,Top Esports,Top Esports,"['Solo', ' Santorin', ' PowerOfEvil', ' WildTurtle', ' IgNar']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2021-11-06,11.19,DWG KIA,EDward Gaming,EDward Gaming,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-11-06,11.19,EDward Gaming,DWG KIA,EDward Gaming,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-11-06,11.19,EDward Gaming,DWG KIA,DWG KIA,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-11-06,11.19,DWG KIA,EDward Gaming,DWG KIA,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-11-06,11.19,DWG KIA,EDward Gaming,EDward Gaming,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-31,11.19,Gen.G,EDward Gaming,EDward Gaming,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-31,11.19,EDward Gaming,Gen.G,EDward Gaming,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-31,11.19,EDward Gaming,Gen.G,Gen.G,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-31,11.19,Gen.G,EDward Gaming,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-31,11.19,EDward Gaming,Gen.G,EDward Gaming,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-30,11.19,T1,DWG KIA,DWG KIA,"['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-30,11.19,DWG KIA,T1,DWG KIA,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-30,11.19,DWG KIA,T1,T1,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-30,11.19,T1,DWG KIA,T1,"['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-30,11.19,DWG KIA,T1,DWG KIA,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-25,11.19,Cloud9,Gen.G,Gen.G,"['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-25,11.19,Cloud9,Gen.G,Gen.G,"['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-25,11.19,Gen.G,Cloud9,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']",International
2021-10-24,11.19,MAD Lions,DWG KIA,DWG KIA,"['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-24,11.19,MAD Lions,DWG KIA,DWG KIA,"['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-24,11.19,DWG KIA,MAD Lions,DWG KIA,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']",International
2021-10-23,11.19,EDward Gaming,Royal Never Give Up,EDward Gaming,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-23,11.19,EDward Gaming,Royal Never Give Up,Royal Never Give Up,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-23,11.19,Royal Never Give Up,EDward Gaming,EDward Gaming,"['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-23,11.19,EDward Gaming,Royal Never Give Up,EDward Gaming,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-23,11.19,EDward Gaming,Royal Never Give Up,Royal Never Give Up,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-22,11.19,Hanwha Life Esports,T1,T1,"['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-22,11.19,Hanwha Life Esports,T1,T1,"['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-22,11.19,T1,Hanwha Life Esports,T1,"['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']","['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']",International
2021-10-18,11.19,Gen.G,MAD Lions,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']",International
2021-10-18,11.19,MAD Lions,LNG Esports,MAD Lions,"['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']","['Ale', ' Tarzan', ' icon', ' Light', ' Iwandy']",International
2021-10-18,11.19,Gen.G,Team Liquid,Gen.G,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']",International
2021-10-18,11.19,LNG Esports,MAD Lions,MAD Lions,"['Ale', ' Tarzan', ' icon', ' Light', ' Iwandy']","['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']",International
2021-10-18,11.19,Team Liquid,Gen.G,Team Liquid,"['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-18,11.19,MAD Lions,Team Liquid,MAD Lions,"['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']","['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']",International
2021-10-18,11.19,Gen.G,LNG Esports,LNG Esports,"['Burdol', ' Clid', ' Bdd', ' Ruler', ' Life']","['Ale', ' Tarzan', ' icon', ' Light', ' Iwandy']",International
2021-10-18,11.19,LNG Esports,Team Liquid,Team Liquid,"['Ale', ' Tarzan', ' icon', ' Light', ' Iwandy']","['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']",International
2021-10-18,11.19,Gen.G,MAD Lions,Gen.G,"['Burdol', ' Clid', ' Bdd', ' Ruler', ' Life']","['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']",International
2021-10-17,11.19,Hanwha Life Esports,Royal Never Give Up,Royal Never Give Up,"['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-17,11.19,Fnatic,PSG Talon,PSG Talon,"['Adam', ' Bwipo', ' Nisqy', ' BEAN', ' Hylissang']","['Hanabi', ' River', ' Maple', ' Unified', ' Kaiwing']",International
2021-10-17,11.19,Hanwha Life Esports,Royal Never Give Up,Hanwha Life Esports,"['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-17,11.19,Fnatic,Hanwha Life Esports,Hanwha Life Esports,"['Adam', ' Bwipo', ' Nisqy', ' BEAN', ' Hylissang']","['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']",International
2021-10-17,11.19,PSG Talon,Royal Never Give Up,Royal Never Give Up,"['Hanabi', ' River', ' Maple', ' Unified', ' Kaiwing']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-17,11.19,Royal Never Give Up,Fnatic,Fnatic,"['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']","['Adam', ' Bwipo', ' Nisqy', ' BEAN', ' Hylissang']",International
2021-10-17,11.19,Hanwha Life Esports,PSG Talon,Hanwha Life Esports,"['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']","['Hanabi', ' River', ' Maple', ' Unified', ' Kaiwing']",International
2021-10-16,11.19,100 Thieves,EDward Gaming,100 Thieves,"['Ssumday', ' Closer', ' Abbedagge', ' FBI', ' huhi']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-16,11.19,DetonatioN FocusMe,T1,T1,"['Evi', ' Steal', ' Aria', ' Yutapon', ' Gaeng']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-16,11.19,100 Thieves,DetonatioN FocusMe,100 Thieves,"['Ssumday', ' Closer', ' Abbedagge', ' FBI', ' huhi']","['Evi', ' Steal', ' Aria', ' Yutapon', ' Gaeng']",International
2021-10-16,11.19,EDward Gaming,T1,T1,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-16,11.19,T1,100 Thieves,T1,"['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']","['Ssumday', ' Closer', ' Abbedagge', ' FBI', ' huhi']",International
2021-10-16,11.19,DetonatioN FocusMe,EDward Gaming,EDward Gaming,"['Evi', ' Steal', ' Aria', ' Yutapon', ' Gaeng']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-15,11.19,Cloud9,Rogue (European Team),Cloud9,"['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']","['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']",International
2021-10-15,11.19,FunPlus Phoenix,Rogue (European Team),Rogue (European Team),"['Nuguri', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']",International
2021-10-15,11.19,Cloud9,DWG KIA,DWG KIA,"['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-15,11.19,Rogue (European Team),FunPlus Phoenix,Rogue (European Team),"['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']","['Nuguri', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2021-10-15,11.19,DWG KIA,Rogue (European Team),DWG KIA,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']",International
2021-10-15,11.19,FunPlus Phoenix,Cloud9,Cloud9,"['Nuguri', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']",International
2021-10-15,11.19,Cloud9,Rogue (European Team),Cloud9,"['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']","['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']",International
2021-10-15,11.19,FunPlus Phoenix,DWG KIA,DWG KIA,"['Nuguri', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-13,11.19,100 Thieves,T1,T1,"['Ssumday', ' Closer', ' Abbedagge', ' FBI', ' huhi']","['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']",International
2021-10-13,11.19,EDward Gaming,DetonatioN FocusMe,EDward Gaming,"['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']","['Evi', ' Steal', ' Aria', ' Yutapon', ' Gaeng']",International
2021-10-13,11.19,DWG KIA,Cloud9,DWG KIA,"['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']",International
2021-10-13,11.19,Gen.G,Team Liquid,Gen.G,"['Burdol', ' Clid', ' Bdd', ' Ruler', ' Life']","['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']",International
2021-10-13,11.19,PSG Talon,Fnatic,PSG Talon,"['Hanabi', ' River', ' Maple', ' Unified', ' Kaiwing']","['Adam', ' Bwipo', ' Nisqy', ' BEAN', ' Hylissang']",International
2021-10-13,11.19,FunPlus Phoenix,Rogue (European Team),FunPlus Phoenix,"['Nuguri', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']",International
2021-10-13,11.19,MAD Lions,LNG Esports,LNG Esports,"['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']","['Ale', ' Tarzan', ' icon', ' Light', ' Iwandy']",International
2021-10-13,11.19,Royal Never Give Up,Hanwha Life Esports,Royal Never Give Up,"['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']","['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']",International
2021-10-12,11.19,Team Liquid,LNG Esports,LNG Esports,"['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']","['Ale', ' Tarzan', ' icon', ' Light', ' Iwandy']",International
2021-10-12,11.19,MAD Lions,Gen.G,MAD Lions,"['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2021-10-12,11.19,DetonatioN FocusMe,100 Thieves,100 Thieves,"['Evi', ' Steal', ' Aria', ' Yutapon', ' Gaeng']","['Ssumday', ' Closer', ' Abbedagge', ' FBI', ' huhi']",International
2021-10-12,11.19,Cloud9,FunPlus Phoenix,FunPlus Phoenix,"['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']","['Nuguri', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2021-10-12,11.19,Fnatic,Royal Never Give Up,Royal Never Give Up,"['Adam', ' Bwipo', ' Nisqy', ' BEAN', ' Hylissang']","['Xiaohu', ' Wei', ' Cryin', ' GALA', ' Ming']",International
2021-10-12,11.19,PSG Talon,Hanwha Life Esports,PSG Talon,"['Hanabi', ' River', ' Maple', ' Unified', ' Kaiwing']","['Morgan', ' Willer', ' Chovy', ' Deft', ' Vsta']",International
2021-10-12,11.19,Rogue (European Team),DWG KIA,DWG KIA,"['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']","['Khan', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2021-10-12,11.19,T1,EDward Gaming,EDward Gaming,"['Canna', ' Oner', ' Faker', ' Gumayusi', ' Keria']","['Flandre', ' JieJie', ' Scout', ' Viper', ' Meiko']",International
2021-10-11,11.19,Rogue (European Team),Cloud9,Rogue (European Team),"['Odoamne', ' Inspired', ' Larssen', ' Hans sama', ' Trymbi']","['Fudge', ' Blaber', ' Perkz', ' Zven', ' Vulcan']",International
2021-10-11,11.19,Team Liquid,MAD Lions,Team Liquid,"['Alphari', ' Santorin', ' Jensen', ' Tactical', ' CoreJJ']","['Armut', ' Elyoya', ' Humanoid', ' Carzzy', ' Kaiser']",International
