Datum,Verzija,Modra_Stran,Rdeca_Stran,Zmagovalec,Modri_Igralci,Rdeci_Igralci,Liga
2019-08-10,9.15,Fnatic,Team Vitality,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-08-10,9.15,G2 Esports,Misfits Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Dan Dan', ' Kirei', ' LIDER', ' Hans Sama', ' Doss']",LEC
2019-08-10,9.15,Origen,Excel Esports,Origen,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-08-10,9.15,FC Schalke 04 Esports,Rogue (European Team),Rogue (European Team),"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-08-10,9.15,SK Gaming,Splyce,Splyce,"['Sacre', ' Selfmade', ' Jenax', ' Crownshot', ' Dreams']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-08-09,9.15,G2 Esports,Rogue (European Team),G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-08-09,9.15,Splyce,Origen,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-08-09,9.15,Fnatic,Excel Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-08-09,9.15,SK Gaming,Team Vitality,SK Gaming,"['Sacre', ' Selfmade', ' Jenax', ' Crownshot', ' Dreams']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-08-09,9.15,FC Schalke 04 Esports,Misfits Gaming,FC Schalke 04 Esports,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Dan Dan', ' Kirei', ' LIDER', ' Hans Sama', ' Doss']",LEC
2019-08-03,9.14,Fnatic,G2 Esports,G2 Esports,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-08-03,9.14,Origen,FC Schalke 04 Esports,FC Schalke 04 Esports,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-03,9.14,Splyce,Rogue (European Team),Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-08-03,9.14,Excel Esports,Team Vitality,Team Vitality,"['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-08-03,9.14,SK Gaming,Misfits Gaming,SK Gaming,"['Sacre', ' Selfmade', ' Jenax', ' Crownshot', ' Dreams']","['Dan Dan', ' Kirei', ' LIDER', ' Neon', ' H1IVA']",LEC
2019-08-02,9.14,Fnatic,FC Schalke 04 Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-02,9.14,Misfits Gaming,Origen,Origen,"['Dan Dan', ' Kirei', ' LIDER', ' Neon', ' H1IVA']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-08-02,9.14,Team Vitality,G2 Esports,Team Vitality,"['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-08-02,9.14,SK Gaming,Rogue (European Team),Rogue (European Team),"['Sacre', ' Selfmade', ' Jenax', ' Crownshot', ' Dreams']","['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-08-02,9.14,Splyce,Excel Esports,Excel Esports,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-07-27,9.14,Origen,Fnatic,Fnatic,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-07-27,9.14,G2 Esports,SK Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']",LEC
2019-07-27,9.14,FC Schalke 04 Esports,Splyce,Splyce,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-07-27,9.14,Excel Esports,Misfits Gaming,Excel Esports,"['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']","['Dan Dan', ' Kirei', ' LIDER', ' Neon', ' H1IVA']",LEC
2019-07-27,9.14,Rogue (European Team),Team Vitality,Team Vitality,"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-07-26,9.14,G2 Esports,Origen,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-07-26,9.14,Splyce,Team Vitality,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-07-26,9.14,Misfits Gaming,Fnatic,Misfits Gaming,"['Dan Dan', ' Kirei', ' LIDER', ' Neon', ' H1IVA']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-07-26,9.14,Rogue (European Team),Excel Esports,Excel Esports,"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-07-26,9.14,FC Schalke 04 Esports,SK Gaming,FC Schalke 04 Esports,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']",LEC
2019-07-20,9.13,G2 Esports,Splyce,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-07-20,9.13,SK Gaming,Fnatic,Fnatic,"['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-07-20,9.13,Origen,Team Vitality,Team Vitality,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-07-20,9.13,Rogue (European Team),Misfits Gaming,Misfits Gaming,"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Dan Dan', ' Kirei', ' LIDER', ' Neon', ' H1IVA']",LEC
2019-07-20,9.13,Excel Esports,FC Schalke 04 Esports,FC Schalke 04 Esports,"['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-07-19,9.13,SK Gaming,Origen,Origen,"['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-07-19,9.13,Rogue (European Team),Fnatic,Rogue (European Team),"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Bwipo', ' Broxah', ' MagiFelix', ' Nemesis', ' Hylissang']",LEC
2019-07-19,9.13,G2 Esports,Excel Esports,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-07-19,9.13,FC Schalke 04 Esports,Team Vitality,FC Schalke 04 Esports,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-07-19,9.13,Splyce,Misfits Gaming,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Dan Dan', ' Kirei', ' LIDER', ' Neon', ' H1IVA']",LEC
2019-07-13,9.13,Fnatic,Splyce,Splyce,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-07-13,9.13,FC Schalke 04 Esports,G2 Esports,G2 Esports,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-07-13,9.13,Rogue (European Team),Origen,Rogue (European Team),"['Profit', ' Inspired', ' Larssen', ' HeaQ', ' Vander']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-07-13,9.13,Team Vitality,Misfits Gaming,Team Vitality,"['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']","['sOAZ', ' Maxlore', ' Febiven', ' Hans Sama', ' Gorilla']",LEC
2019-07-13,9.13,SK Gaming,Excel Esports,Excel Esports,"['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-07-12,9.13,Fnatic,Team Vitality,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-07-12,9.13,Excel Esports,Origen,Origen,"['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-07-12,9.13,G2 Esports,Misfits Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['sOAZ', ' Maxlore', ' LIDER', ' Hans Sama', ' Gorilla']",LEC
2019-07-12,9.13,Splyce,SK Gaming,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']",LEC
2019-07-12,9.13,Rogue (European Team),FC Schalke 04 Esports,FC Schalke 04 Esports,"['Profit', ' Inspired', ' Larssen', ' HeaQ', ' Vander']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-06-22,9.12,G2 Esports,Rogue (European Team),G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-06-22,9.12,Fnatic,Excel Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']",LEC
2019-06-22,9.12,Origen,Splyce,Splyce,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-06-22,9.12,Misfits Gaming,FC Schalke 04 Esports,FC Schalke 04 Esports,"['sOAZ', ' Kirei', ' LIDER', ' Hans Sama', ' GorillA']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-06-22,9.12,Team Vitality,SK Gaming,Team Vitality,"['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']","['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']",LEC
2019-06-21,9.12,G2 Esports,Fnatic,Fnatic,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-06-21,9.12,SK Gaming,Misfits Gaming,SK Gaming,"['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']","['sOAZ', ' Maxlore', ' Febiven', ' Hans Sama', ' GorillA']",LEC
2019-06-21,9.12,FC Schalke 04 Esports,Origen,Origen,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-06-21,9.12,Rogue (European Team),Splyce,Splyce,"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-06-21,9.12,Excel Esports,Team Vitality,Team Vitality,"['Expect', ' Caedrel', ' Mickey', ' Jeskla', ' Mystiques']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-06-15,9.11,G2 Esports,Team Vitality,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-06-15,9.11,FC Schalke 04 Esports,Fnatic,Fnatic,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-06-15,9.11,Origen,Misfits Gaming,Origen,"['Alphari', ' Kold', ' nukeduck', ' Patrik', ' mithy']","['sOAZ', ' Kirei', ' Febiven', ' Hans Sama', ' Gorilla']",LEC
2019-06-15,9.11,SK Gaming,Rogue (European Team),SK Gaming,"['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']","['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-06-15,9.11,Excel Esports,Splyce,Splyce,"['Expect', ' Caedrel', ' Mickey', ' Hjarnan', ' kaSing']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-06-14,9.11,G2 Esports,SK Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']",LEC
2019-06-14,9.11,Splyce,FC Schalke 04 Esports,FC Schalke 04 Esports,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-06-14,9.11,Fnatic,Origen,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']",LEC
2019-06-14,9.11,Rogue (European Team),Team Vitality,Rogue (European Team),"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-06-14,9.11,Misfits Gaming,Excel Esports,Misfits Gaming,"['sOAZ', ' Kirei', ' Febiven', ' Hans Sama', ' Gorilla']","['Expect', ' Caedrel', ' Mickey', ' Hjarnan', ' kaSing']",LEC
2019-06-08,9.11,Origen,G2 Esports,G2 Esports,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-06-08,9.11,Misfits Gaming,Fnatic,Fnatic,"['sOAZ', ' Maxlore', ' Febiven', ' Hans Sama', ' Gorilla']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-06-08,9.11,Splyce,Team Vitality,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-06-08,9.11,SK Gaming,FC Schalke 04 Esports,SK Gaming,"['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-06-08,9.11,Excel Esports,Rogue (European Team),Rogue (European Team),"['Expect', ' Caedrel', ' Special', ' Hjarnan', ' kaSing']","['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-06-07,9.11,FC Schalke 04 Esports,Excel Esports,FC Schalke 04 Esports,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Expect', ' Caedrel', ' Special', ' Hjarnan', ' kaSing']",LEC
2019-06-07,9.11,Fnatic,SK Gaming,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Sacre', ' Selfmade', ' Pirean', ' Crownshot', ' Dreams']",LEC
2019-06-07,9.11,Rogue (European Team),Misfits Gaming,Misfits Gaming,"['Profit', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['sOAZ', ' Maxlore', ' Febiven', ' Hans Sama', ' Gorilla']",LEC
2019-06-07,9.11,Origen,Team Vitality,Origen,"['Alphari', ' Kold', ' Nukeduck', ' Patrik', ' Mithy']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-06-07,9.11,G2 Esports,Splyce,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-09-08,9.16,G2 Esports,Fnatic,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-09-08,9.16,Fnatic,G2 Esports,G2 Esports,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-09-08,9.16,G2 Esports,Fnatic,Fnatic,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-09-08,9.16,G2 Esports,Fnatic,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-09-08,9.16,G2 Esports,Fnatic,Fnatic,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-09-07,9.16,Fnatic,FC Schalke 04 Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-09-07,9.16,Fnatic,FC Schalke 04 Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-09-07,9.16,FC Schalke 04 Esports,Fnatic,Fnatic,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-08-31,9.16,G2 Esports,Fnatic,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-08-31,9.16,Fnatic,G2 Esports,G2 Esports,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-08-31,9.16,G2 Esports,Fnatic,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2019-08-31,9.16,Fnatic,G2 Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-08-31,9.16,Fnatic,G2 Esports,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",LEC
2019-08-30,9.16,Rogue (European Team),FC Schalke 04 Esports,FC Schalke 04 Esports,"['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-30,9.16,Rogue (European Team),FC Schalke 04 Esports,FC Schalke 04 Esports,"['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-30,9.16,Rogue (European Team),FC Schalke 04 Esports,FC Schalke 04 Esports,"['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-30,9.16,Rogue (European Team),FC Schalke 04 Esports,Rogue (European Team),"['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-24,9.16,Team Vitality,FC Schalke 04 Esports,FC Schalke 04 Esports,"['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-24,9.16,FC Schalke 04 Esports,Team Vitality,Team Vitality,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-08-24,9.16,Team Vitality,FC Schalke 04 Esports,FC Schalke 04 Esports,"['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']","['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']",LEC
2019-08-24,9.16,FC Schalke 04 Esports,Team Vitality,FC Schalke 04 Esports,"['Odoamne', ' Trick', ' Abbedagge', ' Upset', ' IgNar']","['Cabochard', ' Mowgli', ' Jiizuke', ' Attila', ' Jactroll']",LEC
2019-08-23,9.16,Splyce,Rogue (European Team),Rogue (European Team),"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']",LEC
2019-08-23,9.16,Rogue (European Team),Splyce,Rogue (European Team),"['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2019-08-23,9.16,Rogue (European Team),Splyce,Rogue (European Team),"['Finn', ' Inspired', ' Larssen', ' Woolite', ' Vander']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",LEC
2020-03-28,10.6,G2 Esports,Misfits Gaming,G2 Esports,"['Wunder', ' Jankos', ' PERKZ', ' Caps', ' Mikyx']","['Dan Dan', ' Razork', ' Febiven', ' Bvoy', ' denyk']",LEC
2020-03-28,10.6,Fnatic,Team Vitality,Team Vitality,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['Cabochard', ' Skeanz', ' Selfie', ' Comp', ' Steeelback']",LEC
2020-03-28,10.6,Origen,MAD Lions,MAD Lions,"['Alphari', ' Xerxe', ' Nukeduck', ' Upset', ' Destiny']","['Orome', ' Shad0w', ' Humanoid', ' Carzzy', ' Kaiser']",LEC
2020-03-28,10.6,Rogue (European Team),FC Schalke 04 Esports,FC Schalke 04 Esports,"['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']","['Odoamne', ' Gilius', ' Abbedagge', ' Innaxe', ' Dreams']",LEC
2020-03-28,10.6,SK Gaming,Excel Esports,SK Gaming,"['Sacre', ' Trick', ' Jenax', ' Crownshot', ' LIMIT']","['Expect', ' Caedrel', ' Mickey', ' Patrik', ' Tore']",LEC
2020-03-27,10.6,Fnatic,MAD Lions,Fnatic,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['Orome', ' Shad0w', ' Humanoid', ' Carzzy', ' Kaiser']",LEC
2020-03-27,10.6,Excel Esports,Origen,Origen,"['Expect', ' Caedrel', ' Mickey', ' Patrik', ' Tore']","['Alphari', ' Xerxe', ' Nukeduck', ' Upset', ' Destiny']",LEC
2020-03-27,10.6,G2 Esports,FC Schalke 04 Esports,G2 Esports,"['Wunder', ' Jankos', ' PERKZ', ' Caps', ' Mikyx']","['Odoamne', ' Gilius', ' Abbedagge', ' Innaxe', ' Dreams']",LEC
2020-03-27,10.6,Misfits Gaming,Team Vitality,Misfits Gaming,"['Dan Dan', ' Razork', ' Febiven', ' Bvoy', ' denyk']","['Cabochard', ' Skeanz', ' Selfie', ' Comp', ' Steeelback']",LEC
2020-03-27,10.6,Rogue (European Team),SK Gaming,SK Gaming,"['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']","['Sacre', ' Trick', ' Jenax', ' Crownshot', ' LIMIT']",LEC
2020-03-21,10.5,Fnatic,Rogue (European Team),Fnatic,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']",LEC
2020-03-21,10.5,G2 Esports,Excel Esports,G2 Esports,"['Wunder', ' Jankos', ' PERKZ', ' Caps', ' Mikyx']","['Expect', ' Caedrel', ' Mickey', ' Patrik', ' Tore']",LEC
2020-03-21,10.5,Misfits Gaming,MAD Lions,MAD Lions,"['Dan Dan', ' Razork', ' Febiven', ' Bvoy', ' denyk']","['Orome', ' Shad0w', ' Humanoid', ' Carzzy', ' Kaiser']",LEC
2020-03-21,10.5,SK Gaming,Origen,Origen,"['Ventair', ' Trick', ' Jenax', ' Crownshot', ' LIMIT']","['Alphari', ' Xerxe', ' Nukeduck', ' Upset', ' Destiny']",LEC
2020-03-21,10.5,FC Schalke 04 Esports,Team Vitality,FC Schalke 04 Esports,"['Odoamne', ' Lurox', ' Abbedagge', ' Innaxe', ' Dreams']","['Cabochard', ' Skeanz', ' Selfie', ' Comp', ' Jactroll']",LEC
2020-03-20,10.5,Origen,Team Vitality,Origen,"['Alphari', ' Xerxe', ' Nukeduck', ' Upset', ' Destiny']","['Cabochard', ' Skeanz', ' Selfie', ' Comp', ' Jactroll']",LEC
2020-03-20,10.5,G2 Esports,Rogue (European Team),G2 Esports,"['Wunder', ' Jankos', ' PERKZ', ' Caps', ' Mikyx']","['Finn', ' Inspired', ' Larssen', ' Hans sama', ' Vander']",LEC
2020-03-20,10.5,Excel Esports,Fnatic,Fnatic,"['Expect', ' Caedrel', ' Mickey', ' Patrik', ' Tore']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",LEC
2020-03-20,10.5,Misfits Gaming,FC Schalke 04 Esports,FC Schalke 04 Esports,"['Dan Dan', ' Razork', ' Febiven', ' Bvoy', ' denyk']","['Odoamne', ' Lurox', ' Abbedagge', ' Innaxe', ' Dreams']",LEC
